Año,Trimestre,Provincia, Otros ,"0,256 Mbps"," 0,375 Mbps ","0,625 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,2 Mbps","1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps","6,7 Mbps",3 Mbps,"3,2 Mbps","3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps","10,6 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,27 Mbps,28 Mbps,29 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,37 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps, 46 Mbps ,47 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps",51 Mbps,"50,25 Mbps",52 Mbps,54 Mbps,55 Mbps,56 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,63 Mbps,64 Mbps,65 Mbps,66 Mbps,67 Mbps,68 Mbps,70 Mbps,71 Mbps,75 Mbps,77 Mbps,78 Mbps,80 Mbps,81 Mbps,83 Mbps,82 Mbps,86 Mbps,84 Mbps,85 Mbps,90 Mbps,91 Mbps,92 Mbps,95 Mbps,97 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,109 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,126 Mbps,127 Mbps,128 Mbps,130 Mbps,131 Mbps,134 Mbps,137 Mbps,140 Mbps,145 Mbps,150 Mbps,155 Mbps,157 Mbps,158 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,203 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,234 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,270 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,340 Mbps,350 Mbps,380 Mbps,384 Mbps,400 Mbps,450 Mbps,473 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,640 Mbps,680 Mbps,700 Mbps,768 Mbps,800 Mbps,850 Mbps,900 Mbps,945 Mbps,950 Mbps,999 Mbps,1000 Mbps,1024 Mbps,1075 Mbps,1536 Mbps,2000 Mbps,2048 Mbps,2529 Mbps,3072 Mbps,4000 Mbps,5000 Mbps,5125 Mbps,6000 Mbps,7000 Mbps,8000 Mbps,10000 Mbps
2024,1,La Pampa, 1.599 , 3 , -   , -   , 6 , 62 , 143 , 1.276 , -   , -   , 185 , 2.312 , -   , -   , -   , 6.114 , -   , -   , 2.327 , 2.454 , -   , 2.198 , 29.499 , -   , 516 , -   , 1.562 , -   , 15.195 , -   , -   , -   , -   , 1 , -   , -   , -   , 5.102 , -   , -   , -   , -   , 10.118 , -   , -   , -   , -   , -   , 1.543 , -   , -   , -   , -   , -   , -   , -   , 3.792 , -   , -   , -   , 1 , -   , -   , -   , -   , 2.900 , -   , -   , -   , -   , -   , -   , 23.478 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.939 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , 95 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5.863 , -   , -   , -   , -   , -   , 1.290 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 474 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 129 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,La Rioja, -   , -   , -   , -   , 9 , 9 , -   , 407 , -   , -   , -   , 8 , -   , -   , -   , 404 , -   , -   , -   , 2 , -   , 180 , 742 , -   , -   , -   , 85 , -   , 1.481 , -   , -   , -   , 22 , 15.442 , -   , -   , -   , 287 , -   , -   , -   , -   , 9.019 , -   , -   , -   , -   , 209 , -   , -   , -   , -   , -   , -   , -   , -   , 4.503 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 36.934 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 11.474 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 137 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5.936 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 469 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 23 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Mendoza, 5.566 , 2 , -   , -   , 86 , 16 , 737 , 2.208 , -   , -   , 1.348 , 3.081 , -   , -   , -   , 4.179 , -   , -   , 10.699 , 1.584 , -   , 1.108 , 13.894 , -   , 13 , -   , 10.780 , 1.251 , 8.856 , -   , -   , -   , -   , 4.467 , -   , -   , -   , 19.102 , -   , -   , -   , -   , 6.480 , -   , -   , -   , -   , 626 , 155 , -   , -   , -   , -   , -   , -   , -   , 53.012 , -   , -   , -   , -   , 2 , -   , -   , -   , 4 , -   , 1 , -   , -   , -   , -   , 111.499 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , 28.343 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 447 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10.984 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 642 , -   , -   , -   , 1.387 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 33 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Misiones, 8.526 , -   , -   , -   , 47 , 4 , -   , 3.173 , -   , -   , -   , 11.019 , -   , -   , -   , 3.874 , -   , -   , 4 , 1.705 , -   , 3.170 , 7.110 , -   , 7.855 , -   , 29 , -   , 18.485 , -   , -   , -   , 1 , 116 , -   , -   , -   , 1.227 , -   , -   , -   , -   , 8.468 , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , 3.649 , -   , -   , -   , -   , -   , -   , -   , -   , 71 , -   , 28 , -   , -   , -   , -   , 37.533 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 19 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 51.195 , -   , -   , -   , -   , -   , 502 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.027 , -   , -   , -   , -   , -   , -   , -   , 5.008 , -   , -   , -   , -   , -   , -   , -   , -   , 190 , -   , -   , -   , 25.109 , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , 1.418 , -   , -   , -   , 1.752 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 229 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Neuquén, 20.168 , 1 , -   , -   , 62 , 73 , 458 , 539 , -   , -   , -   , 1.626 , -   , -   , -   , 5.303 , -   , -   , 10.737 , 1.438 , -   , 7.821 , 8.457 , -   , 246 , -   , 6.119 , -   , 7.117 , -   , -   , -   , -   , 3.775 , -   , -   , 1 , 5.148 , -   , -   , -   , -   , 1.567 , -   , -   , -   , -   , -   , 259 , -   , -   , -   , -   , -   , -   , -   , 14.327 , -   , -   , -   , -   , -   , -   , -   , -   , 66 , -   , -   , -   , -   , -   , -   , 8.573 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 30.680 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 26.468 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 2.734 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 469 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Río Negro, 15.576 , 1 , -   , -   , 36 , 75 , 501 , 534 , -   , -   , -   , 677 , -   , -   , -   , 5.428 , -   , -   , 7.796 , 727 , -   , 2.135 , 8.737 , -   , -   , -   , 11.085 , 1 , 6.555 , -   , -   , -   , 18 , 1.640 , -   , -   , -   , 9.894 , -   , -   , 3 , -   , 5.636 , -   , -   , -   , -   , -   , 7.618 , -   , -   , -   , -   , -   , -   , -   , 16.244 , -   , -   , -   , 2 , -   , -   , -   , -   , 33 , -   , -   , -   , -   , -   , -   , 16.821 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 259 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 268 , -   , -   , -   , -   , -   , -   , 10.057 , -   , -   , -   , -   , -   , 22.385 , -   , -   , -   , -   , -   , 233 , 34 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 33 , -   , -   , -   , -   , -   , -   , 463 , 26 , -   , -   , -   , -   , -   , -   , -   , -   , 306 , -   , -   , -   , 17.629 , -   , -   , 115 , -   , -   , -   , -   , -   , -   , -   , -   , 971 , -   , 40 , 89 , -   , -   , -   , -   , -   , -   , -   , 110 , -   , -   , -   , 228 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Salta, 6.646 , -   , -   , -   , 41 , 73 , 1 , 925 , -   , -   , -   , 1.538 , -   , -   , -   , 5.731 , -   , -   , 8 , 8.365 , -   , 4.873 , 6.837 , -   , 330 , -   , 6.869 , -   , 57.331 , -   , -   , -   , -   , 88 , -   , -   , -   , 1.392 , -   , -   , 4 , -   , 1.707 , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 1 , -   , -   , 75 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 29.271 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 38.867 , -   , -   , -   , -   , -   , 35 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 521 , -   , -   , -   , -   , -   , 28.286 , -   , -   , -   , -   , -   , -   , -   , 47 , -   , -   , -   , 1.664 , -   , -   , -   , 890 , -   , -   , -   , -   , 36 , -   , -   , -   , -   , 1 , 355 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,San Juan, 22.755 , -   , -   , -   , 21 , 3 , 723 , 1.298 , -   , -   , -   , 606 , -   , -   , -   , 4.403 , -   , -   , 11.509 , 251 , -   , 309 , 4.967 , -   , 86 , -   , 9.157 , 9 , 3.778 , -   , -   , -   , -   , 799 , -   , -   , -   , 9.836 , -   , -   , -   , -   , 962 , -   , -   , -   , -   , 627 , 339 , -   , -   , -   , -   , -   , -   , -   , 10.448 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 18.638 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.254 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.790 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6 , -   , -   , -   , 91 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,San Luis, 5.968 , -   , -   , -   , 59 , 1 , 163 , 465 , -   , -   , -   , 491 , -   , -   , -   , 2.772 , -   , -   , 1.418 , 2 , -   , 347 , 6.288 , -   , 3 , -   , 2.622 , 49 , 21.080 , -   , -   , -   , -   , 5.632 , -   , -   , -   , 1.836 , -   , -   , -   , -   , 1.485 , -   , -   , -   , -   , -   , 70.721 , -   , -   , -   , -   , -   , -   , -   , 136 , -   , -   , -   , -   , -   , -   , -   , -   , 35 , -   , -   , -   , -   , -   , -   , 7.623 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.983 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 740 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 29 , -   , -   , -   , 495 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 23.645 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Santa Cruz, 33.803 , 4 , -   , -   , 26 , 20 , 218 , 209 , -   , -   , -   , 724 , -   , -   , -   , 1.259 , -   , -   , 2.001 , 504 , -   , 1.272 , 2.004 , -   , 1 , -   , 2.360 , 4 , 7.212 , -   , -   , -   , -   , 251 , -   , -   , -   , 6.224 , -   , -   , 1 , -   , 706 , -   , -   , -   , -   , 31 , 1.454 , -   , -   , -   , -   , -   , -   , -   , 5.592 , -   , -   , -   , 1.139 , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , 7.710 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.117 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.386 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 587 , -   , -   , -   , -   , -   , -   , -   , 102 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 142 , -   , -   , -   , -   , -   , -   , 142 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Santa Fe, 16.168 , 32 , -   , -   , 335 , 101 , 5 , 6.412 , -   , -   , -   , 6.337 , -   , 472 , -   , 22.748 , -   , -   , 164 , 5.400 , -   , 17.998 , 23.175 , -   , 4.114 , -   , 10.561 , 1.464 , 136.891 , -   , -   , -   , -   , 1.200 , -   , 75 , -   , 25.445 , 31 , -   , 8 , -   , 31.836 , -   , -   , -   , -   , 39 , 12.483 , -   , -   , -   , -   , -   , -   , -   , 16.119 , -   , -   , -   , 41 , 18 , -   , -   , -   , 5.817 , -   , -   , -   , -   , -   , -   , 179.739 , -   , 4 , -   , -   , -   , -   , -   , -   , -   , 1.892 , -   , -   , -   , -   , 1 , -   , -   , -   , 180 , -   , 88 , -   , -   , 3.215 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 30 , 210.827 , -   , -   , -   , -   , -   , 1.219 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1.621 , -   , -   , -   , -   , -   , -   , -   , 10.211 , -   , -   , -   , -   , -   , -   , -   , -   , 499 , -   , -   , -   , 146.478 , -   , -   , -   , -   , -   , -   , -   , 2.046 , 1 , -   , -   , 9.107 , -   , -   , -   , 4.594 , -   , -   , 2 , -   , 14 , -   , -   , -   , -   , 1 , 1.317 , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 9 
2024,1,Santiago Del Estero, 917 , 2 , -   , -   , 39 , 139 , 908 , 226 , -   , -   , 307 , 381 , -   , -   , -   , 5.230 , -   , -   , -   , 1.220 , -   , 409 , 4.881 , -   , 352 , -   , 114 , -   , 52.745 , -   , -   , -   , -   , 14.787 , -   , -   , -   , 241 , -   , -   , -   , -   , 9.253 , -   , -   , -   , -   , -   , 18 , -   , -   , -   , -   , -   , -   , -   , 5.778 , -   , -   , -   , -   , -   , -   , -   , -   , 41 , -   , -   , -   , -   , -   , -   , 6.701 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10.229 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8.542 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 664 , -   , -   , -   , 183 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 54 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Tierra Del Fuego, 7.121 , -   , -   , -   , 11 , 11 , 318 , 516 , -   , -   , -   , 2 , -   , -   , -   , 3 , -   , -   , 3.740 , 1.873 , -   , 430 , 4.121 , -   , -   , -   , 8.034 , 4 , 1.636 , -   , -   , -   , -   , 3.518 , -   , -   , -   , 8.105 , -   , -   , 200 , -   , 216 , -   , -   , -   , -   , 1.280 , 14.491 , -   , -   , -   , -   , -   , -   , -   , 196 , -   , -   , -   , 486 , -   , -   , -   , -   , 7 , -   , -   , -   , -   , -   , -   , 4.035 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 81 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 415 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30 , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 670 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2024,1,Tucumán, 488 , -   , -   , -   , 19 , 20 , -   , 927 , -   , -   , -   , 116 , -   , -   , -   , 4.696 , -   , -   , 2.271 , 44 , -   , 1.025 , 8.075 , -   , 146 , -   , 145 , 1 , 19.626 , -   , -   , -   , -   , 12.926 , -   , -   , -   , 2.031 , -   , -   , -   , -   , 8.306 , -   , -   , -   , -   , 514 , 84 , -   , -   , -   , 1 , -   , -   , -   , 983 , -   , -   , -   , 12 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 80.426 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 75.387 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 41.670 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.841 , -   , -   , -   , 1.654 , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , 148 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2023,4,Buenos Aires, 93.351 , 19 , -   , -   , 26.703 , 187 , 4.611 , 19.351 , -   , -   , 141 , 19.722 , -   , 26 , -   , 45.905 , -   , -   , 41.735 , 13.303 , 83 , 27.318 , 80.160 , -   , 10.458 , 989 , 64.046 , 688 , 163.158 , -   , -   , -   , 10 , 21.178 , -   , 223 , 149 , 96.474 , 231 , 2 , 1.080 , -   , 126.797 , -   , 3 , 1 , 20 , 106 , 46.328 , -   , -   , -   , -   , -   , -   , -   , 783.481 , 1.611 , 16 , 1 , 1.373 , 30 , -   , -   , -   , 5.567 , 9 , -   , -   , -   , 659 , 1 , 491.903 , -   , 1 , -   , -   , -   , 256 , -   , 1 , 59 , 75.470 , 78 , 1 , -   , -   , 90 , -   , -   , -   , 6.375 , -   , 1.599 , -   , 2 , 9.092 , -   , 1 , -   , -   , -   , 16 , 3 , -   , 3 , -   , -   , -   , 842.124 , -   , -   , 14 , -   , -   , 483 , -   , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 487.974 , 28 , -   , 1 , 1.213 , -   , -   , -   , 7.297 , -   , 3 , 1 , -   , -   , -   , 938 , 41 , 241 , 14 , -   , -   , 1.068.984 , 27 , -   , -   , 4 , -   , -   , -   , 965 , -   , -   , 5 , 157.633 , 647 , -   , -   , 9.502 , -   , -   , -   , -   , 563 , -   , -   , -   , -   , 26 , 150.635 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2023,4,Capital Federal, -   , 31 , -   , -   , 451 , 34 , 1.307 , 3.237 , -   , -   , -   , 257 , -   , -   , -   , 2.764 , -   , -   , 11.975 , 993 , -   , 3.561 , 6.859 , -   , 7 , -   , 16.864 , 3 , 31.209 , -   , -   , -   , 5 , 92 , -   , -   , -   , 29.275 , 5 , -   , -   , -   , 4.548 , -   , 1 , -   , -   , -   , 433 , -   , -   , -   , -   , -   , -   , -   , 58.451 , -   , -   , -   , 24 , -   , -   , -   , 30 , 238 , -   , -   , -   , -   , -   , -   , 60.820 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 17.314 , -   , -   , -   , -   , -   , 1 , -   , -   , 14 , -   , 1.091 , -   , -   , 11 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 365.367 , -   , -   , -   , -   , 1 , 27 , -   , 5 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 147.083 , -   , -   , -   , 5 , -   , -   , -   , 3.249 , -   , -   , -   , 1 , 1 , -   , -   , -   , 1.438 , -   , -   , 1 , 542.567 , -   , 2 , -   , -   , -   , -   , -   , 3 , -   , -   , -   , 95.209 , -   , -   , -   , 318 , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , 25 , 67.156 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2023,4,Catamarca, 77 , -   , -   , -   , 34 , 37 , -   , 209 , -   , -   , -   , 115 , -   , -   , -   , 1.718 , -   , -   , -   , 1 , -   , 332 , 899 , -   , -   , -   , -   , -   , 3.734 , -   , -   , -   , -   , 31 , -   , -   , -   , 1.935 , -   , -   , -   , -   , 2.457 , -   , -   , -   , -   , 914 , 47 , -   , -   , -   , -   , -   , -   , -   , 866 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 35.008 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 16.953 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 42 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8.128 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 423 , -   , -   , -   , 619 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2023,4,Chaco, 4.040 , -   , -   , -   , 234 , 2 , -   , 477 , -   , -   , -   , 780 , -   , -   , -   , 3.087 , -   , -   , 167 , 385 , -   , 5.146 , 5.246 , -   , 442 , -   , 700 , 1 , 9.218 , -   , -   , -   , -   , 137 , -   , -   , -   , 3.556 , -   , -   , -   , -   , 2.554 , -   , -   , -   , -   , -   , 3.435 , -   , -   , -   , -   , -   , -   , -   , 2.305 , -   , -   , -   , 19 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 32.479 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 44.796 , -   , -   , -   , -   , -   , 659 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.115 , -   , -   , -   , -   , -   , -   , -   , -   , 227 , -   , -   , -   , 23.740 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.818 , -   , -   , -   , 473 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 148 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2023,4,Chubut, 16.589 , 8 , -   , -   , 69 , 34 , 836 , 252 , -   , -   , -   , 1.965 , -   , -   , -   , 5.780 , -   , -   , 11.441 , 6.299 , -   , 4.369 , 14.422 , -   , 76 , -   , 13.374 , 21 , 17.931 , -   , -   , -   , 1 , 5.603 , -   , -   , 56 , 13.627 , 141 , -   , -   , -   , 3.415 , -   , -   , -   , -   , 8.047 , 5.560 , -   , -   , -   , -   , -   , -   , -   , 7.578 , -   , -   , -   , -   , -   , -   , -   , -   , 29 , -   , -   , -   , -   , 190 , -   , 31.134 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.188 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 116 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
