Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,35 Mbps,36 Mbps,40 Mbps,41 Mbps,45 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,59 Mbps,60 Mbps,61 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,80 Mbps,85 Mbps,90 Mbps,95 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,130 Mbps,140 Mbps,150 Mbps,155 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,350 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,999 Mbps,1000 Mbps,1024 Mbps,4000 Mbps,10000 Mbps
BUENOS AIRES,Moreno,Francisco Alvarez,6560010,1,,,,45,,,,,,,,465,,,62,,,,,221,,184,,,,,,,,252,,,,141,,,,,,,,,,,597,,,,,280,,,,,304,,,,,,87,,,,,,,,,,,760,,,,,,,,,,1228,,,,,,43,,,,,,,,,,2052,,,,,,,,354,,,,,,,,,,,755,,,
BUENOS AIRES,Moreno,La Reja,6560010,,,,1,5,,,,,,,,47,,,228,,,,,11,,481,,,,,,,,3,,,,419,,,,,,1,,,,,51,,,,,796,,,,,955,,,,,,238,,,,,4,,,,,,122,,,,,,,,,,2237,,,,,,14,,,,,,,,,,2137,,,,,,,,392,,,,,,,,,,,716,,,
BUENOS AIRES,Moreno,Moreno,6560010,74,,8,1,43,6,,554,,,263,,276,,,650,1191,,,,107,,4484,,,,,,,,35,,,,16182,,,,,,3,,,,,17498,,,,,421,,,,,3547,,,,,,951,,,,,8,,,,,,2611,,,,,,,,,,9453,,,,,,1,,,,,,,,,,10772,,,,,,,,1911,,,,,,,,,,,2707,,,
BUENOS AIRES,Moreno,Paso Del Rey,6560010,,,3,,,,,,,,,,,,,3,9,,,,,,103,,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,,,,,870,,,,,,323,,,,,1,,,,,,877,,,,,,,,,,3043,,,,,,4,,,,,,,,,,3890,,,,,,,,539,,,,,,,,,,,1345,,,
BUENOS AIRES,Moreno,Trujui,6560010,,,2,,14,,,,,,1,,149,,,2,1,,,,50,,650,,,,,,,,31,,,,,,,,,,758,,,,,9221,,,,,,,,,,1900,,,,,,333,,,,,4,,,,,,132,,,,,,,,,,1795,,,,,,21,,,,,,,,,,1680,,,,,,,,300,,,,,,,,,,,953,,,
BUENOS AIRES,Morón,Castelar,6568010,1,,,,,21,,7,,,4,,5,,,9,97,,,,5,,229,,,,,,,2,2,,,,33,,,,,,41,,,,,23,,,,,,,,,,8955,,,,,,314,,,,,13,,,,,,6606,,,,,,,,,,3239,,,,,,,,,,,,,,,,8830,,,,,,,,1140,,,,156,,,,,,,1332,,,
BUENOS AIRES,Morón,El Palomar,6568010,,,4,,,14,,,,,2,,,,,3,19,,,,3,,130,,,,,,,2,,,,,34,,,,,,,,,,,,,,,,,,,,,3780,,,,,,119,,,,,2,,,,,,3529,,,,,,,,,,1459,,,,,,,,,,,,,,,,4267,,,,,,,,613,,,,61,,,,,,,606,,,
BUENOS AIRES,Morón,Haedo,6568010,3,,8,,30,6,,,,,1,,67,,,10,36,,,,60,,162,,,,,,,,126,,,,38,,,,,,20,,,,,9408,,,,,,,,,,3412,,,,,,115,,,,,9,,,,,,3512,,,,,,,,,,1225,,,,,,,,,,,,,,,,4657,,,,,,,,623,,,,81,,,,,,,544,,,
BUENOS AIRES,Morón,Moron,6568010,10,,18,3,69,22,,3,,,9,,213,,,19,15,,,,149,,296,,,,,,,,453,,,,74,,,,,,45,,,,,7064,,,,,,,,,,9637,,,,,,388,,,,,9,,,,,,7382,,,,,,,,,,3877,,,,,,1,,,,,,,,,,9527,,,,,,,,1163,,,,160,,,,,,,1479,,,
BUENOS AIRES,Morón,Villa Sarmiento,6568010,,,,,3,1,,2,,,,,8,,,1,87,,,,10,,107,,,,,,,1,1,,,,7,,,,,,5,,,,,3444,,,,,,,,,,1209,,,,,,71,,,,,4,,,,,,1521,,,,,,,,,,631,,,,,,,,,,,,,,,,2102,,,,,,,,333,,,,33,,,,,,,252,,,
BUENOS AIRES,Navarro,José Juan Almeyra,6574010,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Las Marianas,6574020,,,,,,,,,,,,,,,,,135,,,,9,,13,,,,49,,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Navarro,6574030,1919,,1,,,,,,,,,,53,,,,104,,,,100,,17,,,,24,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,1653,,,,,,,,,,31,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),6574040,,,,,,,,,,,,,,7,,,102,,,,26,,15,,,,16,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Claraz,6581010,,,,,,,,101,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Energía,6581025,,,,,,,,,,,1,,,,,11,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Juan N. Fernández,6581030,,,2,,,,,575,,,60,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Necochea - Quequén,6581040,,,1,,113,1,,,,,63,,960,,,1512,176,,1740,,1059,,169,,,,133,,,,2269,,,860,285,,,,,,886,,,,,511,,,,,,,,,,2301,,,,,,,,,,,,,,,,,9518,,,,,,,,,,,,,,,,,,,,,,,,,,3995,,,,,,,,322,,,,,,,,,,,1,,,
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,,,,,,193,,22,,,308,,,,,115,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Necochea,Otros,Sin Datos,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Hinojo,6595060,,,1,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Olavarría,6595070,7,,5,,5,,,1,,,89,,227,,,512,,,,,470,,1004,,,,,,,,805,,,,30,,,,,,,,,,,10,,,,,,,,,,1491,,,,,,,,,,,,,,,,,12435,,,,,,,,,,,,,,,,,,,,,,,,,,9116,,,,,,,,409,,,,,,,,,,,32,,,
BUENOS AIRES,Olavarría,Sierra Chica,6595100,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,,,,2,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Sierras Bayas,6595110,,,,,,,,,,,,,28,,,,,,,,90,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,6595120,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,OTROS,Otros,Sin Datos,87722,,24968,,,8,,,,,5,,6,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,
BUENOS AIRES,Patagones,Bahía San Blas,6602010,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Carmen de Patagones,6602030,,,1,,6,,,,,,3,,159,,,,,,3,,376,,4,,,,,,,5,575,,,,,,,,,,,,,,,4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,José B. Casas,6602040,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Juan A. Pradere,6602050,,,,,,,,2,,,,,,2,,,44,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Stroeder,6602060,,,,,,,,11,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Patagones,Villalonga,6602070,,,,,,,,71,,,,,3,76,,,,,,,9,,201,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Capitán Castro,6609010,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Chiclana,6609080,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Francisco Madero,6609030,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Inocencio Sosa,6609035,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Juan José Paso,6609040,10,,,,,,,272,,,72,,,31,,,16,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Magdala,6609050,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Mones Cazón,6609060,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Nueva Plata,6609070,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,Pehuajó,6609080,164,,,,20,1,,,,,152,,758,,,624,,,,,1391,,294,,,,,,,,1226,,,,1,,,,,,,,,,,4,,,,,1258,,,,,755,,,,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),6609090,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pehuajó,San Esteban,6609020,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pellegrini,Bocayuva,6616010,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pellegrini,Pellegrini,6616030,,,1,,,,,3,,,,,14,,,,32,,,,56,,,,,,,,,,241,,,,,,,,,,1101,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Acevedo,6623010,110,,,,,,,,,,5,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Fontezuela,6623020,,,,,,19,,,,,2,,,,,,104,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Guerrico,6623030,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Juan A. de la Peña,6623040,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,,,,,,44,,,,,3,,,,,,268,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,La Violeta,6623060,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Manuel Ocampo,6623070,,,,,,,,,,,,,,,,374,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),6623090,,,1,,,,,,,,,,,,,292,,,3,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Pergamino,6623100,15,,3,1,95,,,,,,,,1213,,,252,1,,,,919,,165,,,,,,,,2728,,,,6,,,,,,1,,,,,10,,,,,,,,,,1114,,,,,,,,,,,,,,,,,11690,,,,,,,,,,,,,,,,,,,,,,,,,,8396,,,,,,,,442,,,,,,,,,,,62,,,
BUENOS AIRES,Pergamino,Pinzón,6623110,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Rancagua,6623120,,,,,,,,109,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Villa Angélica  (Est. El Socorro),6623130,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pergamino,Villa San José,6623140,,,,,,,,,,,15,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pila,Casalins,6630010,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pila,Pila,6630020,,,,,,,,,,,,,,,,,11,,,,19,,,,,,15,,,,12,,,,4,,,,,,,,,,,10,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Del Viso,6638040,2,,,,,30,,9,,,198,,,3,,67,771,,,,58,,788,,,,258,,,,10,,,,345,,,,,,168,,,,,2104,,,,,225,,,,,6055,,,,,,102,,,,,2,,,,,,3505,,,,,,,,,,1295,,,,,,72,,,,,,,,,,3620,,,,,,,,440,,,,1188,,,,,,,539,,,
BUENOS AIRES,Pilar,Fátima,6638040,11,,,,4,,,,,,237,,27,,,,1,,,,7,,1,,,,,,,,3,,,,4,,,,,,,,,,,11,,,,,,,,,,1,,,,,,24,,,,,,,,,,,2692,,,,,,,,,,57,,,,,,,,,,,,,,,,92,,,,,,,,8,,,,,,,,,,,88,,,
BUENOS AIRES,Pilar,La Lonja,6638040,83,,,,,118,,16,,,408,,,4,,1,544,,,,25,,838,,,,44,,,,3,,,,41,,,,,,20,,,,,82,,,,,114,,,,,295,,,,,,10,,,,,,,,,,,790,,,,,,,,,,137,,,,,,137,,,,,,,,13,,1239,,,,,,,,216,22,,,110,,,,,,,107,,,
BUENOS AIRES,Pilar,Los Cachorros,6638040,,,,,,,,,,,,,,,,5,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,213,,,,,2,,,,,,5,,,,,,,,,,1707,,,,,,,,,,,,,,,,1147,,,,,,,,327,,,,,,,,,,,691,,,
BUENOS AIRES,Pilar,Manuel Alberti,6638040,,,,,,,,,,,,,,,,,1,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,8,,,,,,,,,,91,,,,,,,,,,,,,,,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,1168,,,,,,,,565,,,,,,,,,,,74,,,
BUENOS AIRES,Pilar,Manzanares,6638040,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,70,,,,,,,,,,,,,,,,,,,,,577,,,,,,,,,,,,,,,,154,,,,,,,,27,,,,,,,,,,,287,,,
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040,,,,,,,,,,,5,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Otros,Sin Datos,,,,,,,,,,,31,,,,,,237,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Pilar,6638040,135,,9,2,44,56,,314,,,208,,238,8,,19,1254,,,,284,,2857,,,,81,,,,382,,,,8899,,,,,,67,,,,,10462,,,,,15,,,,,3442,,,,,,516,,,,,10,,,,,,2673,,,,,,,,,,5895,,,,,,346,,,,,,,,,,5177,,,,,,,,1199,,,,109,,,,,,2,2130,,,
BUENOS AIRES,Pilar,Presidente Derqui,6638040,,,,,,,,,,,14,,,1564,,11,239,,,,,,469,,,,,,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,22,,,,,,312,,,,,8,,,,,,116,,,,,,,,,,2469,,,,,,4,,,,,,,,,,2367,,,,,,,,425,,,,,,,,,,,780,,,
BUENOS AIRES,Pilar,Santa Teresa,6638040,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Tortuguitas,6638040,,,,2,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Pilar,Villa Astolfi,6638040,,,,,,,,,,,1,,,,,1,8,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,82,,,,,1,,,,,,10,,,,,,,,,,646,,,,,,,,,,,,,,,,585,,,,,,,,156,,,,,,,,,,,206,,,
BUENOS AIRES,Pilar,Villa Rosa,6638040,11,,,,17,,,,,,66,,160,,,2,387,,,,136,,65,,,,2,,,,157,,,,362,,,,,,,,,,,11,,,,,,,,,,313,,,,,,136,,,,,2,,,,,,1566,,,,,,,,,,1474,,,,,,60,,,,,,,,,,3242,,,,,,,,850,,,,118,,,,,,,575,,,
BUENOS AIRES,Pilar,Zelaya,6638040,,,,,,,,,,,7,,,,,,4,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,5,,,
BUENOS AIRES,Pinamar,Pinamar,6644010,1003,,2,1,3,95,,,,,24,,21,,,4,177,,,,19,,8518,,,,,,,,91,,,,8,,,,,,,,,,,14809,,,,,,,,,,220,,,,,,,,,,,,,,,,,1771,,,,,,,,,,,,,,,,,,,,,,,,,,1324,,,,,,,,91,,,,,,,,,,,,,,
BUENOS AIRES,Presidente Perón,Guernica,6648010,1,,,,5,,,42,,,49,,42,15,,26,,,3,,14,,302,,,,,,,,19,,,,1,,,,,,3,,,,,6321,,,,,,,,,,123,,,,,,448,,,,,15,,,,,,244,,,,,,,,,,4779,,,,,,,,,,,,,,,,4782,,,,,,,,1101,,,,,,,,,,,1011,,,
BUENOS AIRES,Puán,Bordenave,6651020,,,1,,,,141,,,,17,,,,,1,,,,,,,,,,,,,,,166,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Darregueira,6651030,2142,,,,,,,,,,,,11,,,,,,,,30,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Puán,6651080,,,1,,,,,,,,,,,,,,,,,,,,1103,,,,,,,,,,,,765,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,San Germán,6651090,,,,,,,,,,,9,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Puán,Villa Iris,6651110,,,,,,,,,,,,,,,,,22,,,,,,46,,,,787,,,,,,,,,,,,,20,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
