,Año,Trimestre, Provincia ,Accesos por cada 100 hogares,Año-Trimestre
486,2019,1, Corrientes ,"35,13 ",2019-Q1
487,2019,1, Entre Ríos ,"56,79 ",2019-Q1
488,2019,1, Formosa ,"29,68 ",2019-Q1
489,2019,1, Jujuy ,"46,41 ",2019-Q1
490,2019,1, La Pampa ,"76,35 ",2019-Q1
491,2019,1, La Rioja ,"50,18 ",2019-Q1
492,2019,1, Mendoza ,"37,66 ",2019-Q1
493,2019,1, Misiones ,"36,26 ",2019-Q1
494,2019,1, Neuquén ,"58,88 ",2019-Q1
495,2019,1, Río Negro ,"53,57 ",2019-Q1
496,2019,1, Salta ,"40,10 ",2019-Q1
497,2019,1, San Juan ,"31,83 ",2019-Q1
498,2019,1, San Luis ,"67,34 ",2019-Q1
499,2019,1, Santa Cruz ,"23,67 ",2019-Q1
500,2019,1, Santa Fe ,"66,97 ",2019-Q1
501,2019,1, Santiago Del Estero ,"37,52 ",2019-Q1
502,2019,1, Tierra Del Fuego ,"93,38 ",2019-Q1
503,2019,1, Tucumán ,"41,63 ",2019-Q1
504,2018,4, Buenos Aires ,"64,60 ",2018-Q4
505,2018,4, Capital Federal ,"108,27 ",2018-Q4
506,2018,4, Catamarca ,"32,23 ",2018-Q4
507,2018,4, Chaco ,"32,59 ",2018-Q4
508,2018,4, Chubut ,"42,61 ",2018-Q4
509,2018,4, Córdoba ,"65,09 ",2018-Q4
510,2018,4, Corrientes ,"34,57 ",2018-Q4
511,2018,4, Entre Ríos ,"54,37 ",2018-Q4
512,2018,4, Formosa ,"29,74 ",2018-Q4
513,2018,4, Jujuy ,"46,53 ",2018-Q4
514,2018,4, La Pampa ,"73,49 ",2018-Q4
515,2018,4, La Rioja ,"50,35 ",2018-Q4
516,2018,4, Mendoza ,"37,76 ",2018-Q4
517,2018,4, Misiones ,"34,45 ",2018-Q4
518,2018,4, Neuquén ,"59,07 ",2018-Q4
519,2018,4, Río Negro ,"51,86 ",2018-Q4
520,2018,4, Salta ,"39,80 ",2018-Q4
521,2018,4, San Juan ,"31,90 ",2018-Q4
522,2018,4, San Luis ,"67,55 ",2018-Q4
523,2018,4, Santa Cruz ,"23,69 ",2018-Q4
524,2018,4, Santa Fe ,"65,59 ",2018-Q4
525,2018,4, Santiago Del Estero ,"37,40 ",2018-Q4
526,2018,4, Tierra Del Fuego ,"93,59 ",2018-Q4
527,2018,4, Tucumán ,"41,76 ",2018-Q4
528,2018,3, Buenos Aires ,"64,44 ",2018-Q3
529,2018,3, Capital Federal ,"108,45 ",2018-Q3
530,2018,3, Catamarca ,"32,92 ",2018-Q3
531,2018,3, Chaco ,"32,28 ",2018-Q3
532,2018,3, Chubut ,"56,39 ",2018-Q3
533,2018,3, Córdoba ,"64,24 ",2018-Q3
534,2018,3, Corrientes ,"34,25 ",2018-Q3
535,2018,3, Entre Ríos ,"50,22 ",2018-Q3
536,2018,3, Formosa ,"29,58 ",2018-Q3
537,2018,3, Jujuy ,"23,26 ",2018-Q3
538,2018,3, La Pampa ,"71,75 ",2018-Q3
539,2018,3, La Rioja ,"50,73 ",2018-Q3
540,2018,3, Mendoza ,"37,99 ",2018-Q3
541,2018,3, Misiones ,"32,10 ",2018-Q3
542,2018,3, Neuquén ,"60,49 ",2018-Q3
543,2018,3, Río Negro ,"50,54 ",2018-Q3
544,2018,3, Salta ,"39,43 ",2018-Q3
545,2018,3, San Juan ,"33,05 ",2018-Q3
546,2018,3, San Luis ,"52,35 ",2018-Q3
547,2018,3, Santa Cruz ,"32,73 ",2018-Q3
548,2018,3, Santa Fe ,"63,41 ",2018-Q3
549,2018,3, Santiago Del Estero ,"36,25 ",2018-Q3
550,2018,3, Tierra Del Fuego ,"92,77 ",2018-Q3
551,2018,3, Tucumán ,"41,68 ",2018-Q3
552,2018,2, Buenos Aires ,"62,78 ",2018-Q2
553,2018,2, Capital Federal ,"106,53 ",2018-Q2
554,2018,2, Catamarca ,"32,86 ",2018-Q2
555,2018,2, Chaco ,"31,25 ",2018-Q2
556,2018,2, Chubut ,"54,90 ",2018-Q2
557,2018,2, Córdoba ,"63,27 ",2018-Q2
558,2018,2, Corrientes ,"33,81 ",2018-Q2
559,2018,2, Entre Ríos ,"49,20 ",2018-Q2
560,2018,2, Formosa ,"29,43 ",2018-Q2
561,2018,2, Jujuy ,"23,43 ",2018-Q2
562,2018,2, La Pampa ,"71,04 ",2018-Q2
563,2018,2, La Rioja ,"50,98 ",2018-Q2
564,2018,2, Mendoza ,"36,97 ",2018-Q2
565,2018,2, Misiones ,"31,63 ",2018-Q2
566,2018,2, Neuquén ,"60,24 ",2018-Q2
567,2018,2, Río Negro ,"50,15 ",2018-Q2
568,2018,2, Salta ,"39,94 ",2018-Q2
569,2018,2, San Juan ,"32,95 ",2018-Q2
570,2018,2, San Luis ,"15,15 ",2018-Q2
571,2018,2, Santa Cruz ,"33,33 ",2018-Q2
572,2018,2, Santa Fe ,"62,57 ",2018-Q2
573,2018,2, Santiago Del Estero ,"35,26 ",2018-Q2
574,2018,2, Tierra Del Fuego ,"91,61 ",2018-Q2
575,2018,2, Tucumán ,"41,51 ",2018-Q2
576,2018,1, Buenos Aires ,"62,63 ",2018-Q1
577,2018,1, Capital Federal ,"106,24 ",2018-Q1
578,2018,1, Catamarca ,"32,79 ",2018-Q1
579,2018,1, Chaco ,"30,83 ",2018-Q1
580,2018,1, Chubut ,"53,72 ",2018-Q1
581,2018,1, Córdoba ,"63,52 ",2018-Q1
582,2018,1, Corrientes ,"32,66 ",2018-Q1
583,2018,1, Entre Ríos ,"48,68 ",2018-Q1
584,2018,1, Formosa ,"21,40 ",2018-Q1
585,2018,1, Jujuy ,"23,12 ",2018-Q1
586,2018,1, La Pampa ,"71,75 ",2018-Q1
587,2018,1, La Rioja ,"51,44 ",2018-Q1
588,2018,1, Mendoza ,"37,07 ",2018-Q1
589,2018,1, Misiones ,"30,96 ",2018-Q1
590,2018,1, Neuquén ,"61,52 ",2018-Q1
591,2018,1, Río Negro ,"49,82 ",2018-Q1
592,2018,1, Salta ,"39,78 ",2018-Q1
593,2018,1, San Juan ,"32,61 ",2018-Q1
594,2018,1, San Luis ,"15,15 ",2018-Q1
595,2018,1, Santa Cruz ,"33,55 ",2018-Q1
596,2018,1, Santa Fe ,"62,28 ",2018-Q1
597,2018,1, Santiago Del Estero ,"34,99 ",2018-Q1
598,2018,1, Tierra Del Fuego ,"65,20 ",2018-Q1
599,2018,1, Tucumán ,"41,18 ",2018-Q1
600,2017,4, Buenos Aires ,"57,61 ",2017-Q4
601,2017,4, Capital Federal ,"122,90 ",2017-Q4
602,2017,4, Catamarca ,"28,62 ",2017-Q4
603,2017,4, Chaco ,"30,81 ",2017-Q4
604,2017,4, Chubut ,"51,46 ",2017-Q4
605,2017,4, Córdoba ,"63,33 ",2017-Q4
606,2017,4, Corrientes ,"32,52 ",2017-Q4
607,2017,4, Entre Ríos ,"47,89 ",2017-Q4
608,2017,4, Formosa ,"21,27 ",2017-Q4
609,2017,4, Jujuy ,"22,74 ",2017-Q4
610,2017,4, La Pampa ,"71,05 ",2017-Q4
611,2017,4, La Rioja ,"51,57 ",2017-Q4
612,2017,4, Mendoza ,"33,33 ",2017-Q4
613,2017,4, Misiones ,"31,14 ",2017-Q4
614,2017,4, Neuquén ,"61,24 ",2017-Q4
615,2017,4, Río Negro ,"49,38 ",2017-Q4
616,2017,4, Salta ,"39,80 ",2017-Q4
617,2017,4, San Juan ,"30,30 ",2017-Q4
618,2017,4, San Luis ,"10,59 ",2017-Q4
619,2017,4, Santa Cruz ,"28,91 ",2017-Q4
620,2017,4, Santa Fe ,"61,71 ",2017-Q4
621,2017,4, Santiago Del Estero ,"29,13 ",2017-Q4
622,2017,4, Tierra Del Fuego ,"59,89 ",2017-Q4
623,2017,4, Tucumán ,"39,90 ",2017-Q4
624,2017,3, Buenos Aires ,"55,63 ",2017-Q3
625,2017,3, Capital Federal ,"121,86 ",2017-Q3
626,2017,3, Catamarca ,"32,49 ",2017-Q3
627,2017,3, Chaco ,"29,98 ",2017-Q3
628,2017,3, Chubut ,"46,22 ",2017-Q3
629,2017,3, Córdoba ,"62,31 ",2017-Q3
630,2017,3, Corrientes ,"32,17 ",2017-Q3
631,2017,3, Entre Ríos ,"45,96 ",2017-Q3
632,2017,3, Formosa ,"21,35 ",2017-Q3
633,2017,3, Jujuy ,"22,65 ",2017-Q3
634,2017,3, La Pampa ,"69,14 ",2017-Q3
635,2017,3, La Rioja ,"51,47 ",2017-Q3
636,2017,3, Mendoza ,"35,70 ",2017-Q3
637,2017,3, Misiones ,"30,21 ",2017-Q3
638,2017,3, Neuquén ,"60,83 ",2017-Q3
639,2017,3, Río Negro ,"48,52 ",2017-Q3
640,2017,3, Salta ,"39,84 ",2017-Q3
641,2017,3, San Juan ,"32,37 ",2017-Q3
642,2017,3, San Luis ,"15,48 ",2017-Q3
643,2017,3, Santa Cruz ,"33,29 ",2017-Q3
644,2017,3, Santa Fe ,"60,91 ",2017-Q3
645,2017,3, Santiago Del Estero ,"35,12 ",2017-Q3
646,2017,3, Tierra Del Fuego ,"65,74 ",2017-Q3
647,2017,3, Tucumán ,"39,70 ",2017-Q3
648,2017,2, Buenos Aires ,"56,27 ",2017-Q2
649,2017,2, Capital Federal ,"124,06 ",2017-Q2
650,2017,2, Catamarca ,"25,98 ",2017-Q2
651,2017,2, Chaco ,"29,05 ",2017-Q2
652,2017,2, Chubut ,"35,55 ",2017-Q2
653,2017,2, Córdoba ,"58,97 ",2017-Q2
654,2017,2, Corrientes ,"31,39 ",2017-Q2
655,2017,2, Entre Ríos ,"45,39 ",2017-Q2
656,2017,2, Formosa ,"19,97 ",2017-Q2
657,2017,2, Jujuy ,"22,40 ",2017-Q2
658,2017,2, La Pampa ,"63,49 ",2017-Q2
659,2017,2, La Rioja ,"16,20 ",2017-Q2
660,2017,2, Mendoza ,"31,76 ",2017-Q2
661,2017,2, Misiones ,"30,09 ",2017-Q2
662,2017,2, Neuquén ,"61,91 ",2017-Q2
663,2017,2, Río Negro ,"46,02 ",2017-Q2
664,2017,2, Salta ,"32,74 ",2017-Q2
665,2017,2, San Juan ,"26,96 ",2017-Q2
666,2017,2, San Luis ,"9,51 ",2017-Q2
667,2017,2, Santa Cruz ,"26,25 ",2017-Q2
668,2017,2, Santa Fe ,"52,27 ",2017-Q2
669,2017,2, Santiago Del Estero ,"14,12 ",2017-Q2
670,2017,2, Tierra Del Fuego ,"68,46 ",2017-Q2
671,2017,2, Tucumán ,"38,19 ",2017-Q2
672,2017,1, Buenos Aires ,"58,57 ",2017-Q1
673,2017,1, Capital Federal ,"108,37 ",2017-Q1
674,2017,1, Catamarca ,"25,66 ",2017-Q1
675,2017,1, Chaco ,"28,62 ",2017-Q1
676,2017,1, Chubut ,"35,66 ",2017-Q1
677,2017,1, Córdoba ,"57,65 ",2017-Q1
678,2017,1, Corrientes ,"30,94 ",2017-Q1
679,2017,1, Entre Ríos ,"44,91 ",2017-Q1
680,2017,1, Formosa ,"19,84 ",2017-Q1
681,2017,1, Jujuy ,"22,76 ",2017-Q1
682,2017,1, La Pampa ,"62,67 ",2017-Q1
683,2017,1, La Rioja ,"16,20 ",2017-Q1
684,2017,1, Mendoza ,"31,84 ",2017-Q1
685,2017,1, Misiones ,"29,52 ",2017-Q1
686,2017,1, Neuquén ,"61,02 ",2017-Q1
687,2017,1, Río Negro ,"46,03 ",2017-Q1
688,2017,1, Salta ,"32,58 ",2017-Q1
689,2017,1, San Juan ,"27,04 ",2017-Q1
690,2017,1, San Luis ,"9,55 ",2017-Q1
691,2017,1, Santa Cruz ,"26,52 ",2017-Q1
692,2017,1, Santa Fe ,"51,97 ",2017-Q1
693,2017,1, Santiago Del Estero ,"14,70 ",2017-Q1
694,2017,1, Tierra Del Fuego ,"68,92 ",2017-Q1
695,2017,1, Tucumán ,"37,90 ",2017-Q1
696,2016,4, Buenos Aires ,"61,24 ",2016-Q4
697,2016,4, Capital Federal ,"120,63 ",2016-Q4
698,2016,4, Catamarca ,"26,54 ",2016-Q4
699,2016,4, Chaco ,"28,79 ",2016-Q4
700,2016,4, Chubut ,"36,07 ",2016-Q4
701,2016,4, Córdoba ,"57,70 ",2016-Q4
702,2016,4, Corrientes ,"30,98 ",2016-Q4
703,2016,4, Entre Ríos ,"45,21 ",2016-Q4
704,2016,4, Formosa ,"19,85 ",2016-Q4
705,2016,4, Jujuy ,"22,65 ",2016-Q4
706,2016,4, La Pampa ,"63,02 ",2016-Q4
707,2016,4, La Rioja ,"16,46 ",2016-Q4
708,2016,4, Mendoza ,"32,11 ",2016-Q4
709,2016,4, Misiones ,"29,72 ",2016-Q4
710,2016,4, Neuquén ,"60,87 ",2016-Q4
711,2016,4, Río Negro ,"46,39 ",2016-Q4
712,2016,4, Salta ,"32,69 ",2016-Q4
713,2016,4, San Juan ,"27,29 ",2016-Q4
714,2016,4, San Luis ,"9,64 ",2016-Q4
715,2016,4, Santa Cruz ,"27,05 ",2016-Q4
716,2016,4, Santa Fe ,"52,19 ",2016-Q4
717,2016,4, Santiago Del Estero ,"15,07 ",2016-Q4
718,2016,4, Tierra Del Fuego ,"70,31 ",2016-Q4
719,2016,4, Tucumán ,"37,98 ",2016-Q4
720,2016,3, Buenos Aires ,"60,14 ",2016-Q3
721,2016,3, Capital Federal ,"120,77 ",2016-Q3
722,2016,3, Catamarca ,"26,48 ",2016-Q3
723,2016,3, Chaco ,"28,91 ",2016-Q3
724,2016,3, Chubut ,"36,18 ",2016-Q3
725,2016,3, Córdoba ,"58,24 ",2016-Q3
726,2016,3, Corrientes ,"31,07 ",2016-Q3
727,2016,3, Entre Ríos ,"45,44 ",2016-Q3
728,2016,3, Formosa ,"18,64 ",2016-Q3
729,2016,3, Jujuy ,"22,61 ",2016-Q3
730,2016,3, La Pampa ,"61,73 ",2016-Q3
731,2016,3, La Rioja ,"17,07 ",2016-Q3
732,2016,3, Mendoza ,"32,09 ",2016-Q3
733,2016,3, Misiones ,"29,91 ",2016-Q3
734,2016,3, Neuquén ,"60,21 ",2016-Q3
735,2016,3, Río Negro ,"46,39 ",2016-Q3
736,2016,3, Salta ,"32,96 ",2016-Q3
737,2016,3, San Juan ,"27,32 ",2016-Q3
738,2016,3, San Luis ,"9,63 ",2016-Q3
739,2016,3, Santa Cruz ,"26,84 ",2016-Q3
740,2016,3, Santa Fe ,"52,67 ",2016-Q3
741,2016,3, Santiago Del Estero ,"15,33 ",2016-Q3
742,2016,3, Tierra Del Fuego ,"68,94 ",2016-Q3
743,2016,3, Tucumán ,"37,90 ",2016-Q3
744,2016,2, Buenos Aires ,"59,34 ",2016-Q2
745,2016,2, Capital Federal ,"120,04 ",2016-Q2
746,2016,2, Catamarca ,"26,07 ",2016-Q2
747,2016,2, Chaco ,"28,59 ",2016-Q2
748,2016,2, Chubut ,"36,12 ",2016-Q2
749,2016,2, Córdoba ,"57,55 ",2016-Q2
750,2016,2, Corrientes ,"30,58 ",2016-Q2
751,2016,2, Entre Ríos ,"44,74 ",2016-Q2
752,2016,2, Formosa ,"19,37 ",2016-Q2
753,2016,2, Jujuy ,"21,89 ",2016-Q2
754,2016,2, La Pampa ,"60,44 ",2016-Q2
755,2016,2, La Rioja ,"16,88 ",2016-Q2
756,2016,2, Mendoza ,"32,13 ",2016-Q2
757,2016,2, Misiones ,"29,24 ",2016-Q2
758,2016,2, Neuquén ,"59,10 ",2016-Q2
759,2016,2, Río Negro ,"46,24 ",2016-Q2
760,2016,2, Salta ,"32,08 ",2016-Q2
761,2016,2, San Juan ,"27,34 ",2016-Q2
762,2016,2, San Luis ,"9,60 ",2016-Q2
763,2016,2, Santa Cruz ,"26,73 ",2016-Q2
764,2016,2, Santa Fe ,"52,44 ",2016-Q2
765,2016,2, Santiago Del Estero ,"15,89 ",2016-Q2
766,2016,2, Tierra Del Fuego ,"67,72 ",2016-Q2
767,2016,2, Tucumán ,"37,24 ",2016-Q2
768,2016,1, Buenos Aires ,"57,34 ",2016-Q1
769,2016,1, Capital Federal ,"115,16 ",2016-Q1
770,2016,1, Catamarca ,"25,91 ",2016-Q1
771,2016,1, Chaco ,"28,08 ",2016-Q1
772,2016,1, Chubut ,"36,09 ",2016-Q1
773,2016,1, Córdoba ,"55,28 ",2016-Q1
774,2016,1, Corrientes ,"30,08 ",2016-Q1
775,2016,1, Entre Ríos ,"43,85 ",2016-Q1
776,2016,1, Formosa ,"19,04 ",2016-Q1
777,2016,1, Jujuy ,"21,41 ",2016-Q1
778,2016,1, La Pampa ,"57,84 ",2016-Q1
779,2016,1, La Rioja ,"16,83 ",2016-Q1
780,2016,1, Mendoza ,"32,12 ",2016-Q1
781,2016,1, Misiones ,"28,37 ",2016-Q1
782,2016,1, Neuquén ,"55,75 ",2016-Q1
783,2016,1, Río Negro ,"45,84 ",2016-Q1
784,2016,1, Salta ,"31,32 ",2016-Q1
785,2016,1, San Juan ,"27,33 ",2016-Q1
786,2016,1, San Luis ,"9,59 ",2016-Q1
787,2016,1, Santa Cruz ,"26,87 ",2016-Q1
788,2016,1, Santa Fe ,"51,28 ",2016-Q1
789,2016,1, Santiago Del Estero ,"16,21 ",2016-Q1
790,2016,1, Tierra Del Fuego ,"65,83 ",2016-Q1
791,2016,1, Tucumán ,"36,72 ",2016-Q1
792,2015,4, Buenos Aires ,"58,29 ",2015-Q4
793,2015,4, Capital Federal ,"118,13 ",2015-Q4
794,2015,4, Catamarca ,"26,24 ",2015-Q4
795,2015,4, Chaco ,"28,35 ",2015-Q4
796,2015,4, Chubut ,"36,89 ",2015-Q4
797,2015,4, Córdoba ,"57,36 ",2015-Q4
798,2015,4, Corrientes ,"30,34 ",2015-Q4
799,2015,4, Entre Ríos ,"44,11 ",2015-Q4
800,2015,4, Formosa ,"19,07 ",2015-Q4
801,2015,4, Jujuy ,"21,47 ",2015-Q4
802,2015,4, La Pampa ,"58,76 ",2015-Q4
803,2015,4, La Rioja ,"17,32 ",2015-Q4
804,2015,4, Mendoza ,"32,49 ",2015-Q4
805,2015,4, Misiones ,"28,69 ",2015-Q4
806,2015,4, Neuquén ,"58,29 ",2015-Q4
807,2015,4, Río Negro ,"46,44 ",2015-Q4
808,2015,4, Salta ,"31,59 ",2015-Q4
809,2015,4, San Juan ,"27,66 ",2015-Q4
810,2015,4, San Luis ,"9,71 ",2015-Q4
811,2015,4, Santa Cruz ,"27,74 ",2015-Q4
812,2015,4, Santa Fe ,"52,61 ",2015-Q4
813,2015,4, Santiago Del Estero ,"17,00 ",2015-Q4
814,2015,4, Tierra Del Fuego ,"66,46 ",2015-Q4
815,2015,4, Tucumán ,"37,06 ",2015-Q4
816,2015,3, Buenos Aires ,"57,69 ",2015-Q3
817,2015,3, Capital Federal ,"118,29 ",2015-Q3
818,2015,3, Catamarca ,"25,86 ",2015-Q3
819,2015,3, Chaco ,"27,96 ",2015-Q3
820,2015,3, Chubut ,"36,81 ",2015-Q3
821,2015,3, Córdoba ,"57,08 ",2015-Q3
822,2015,3, Corrientes ,"30,17 ",2015-Q3
823,2015,3, Entre Ríos ,"43,68 ",2015-Q3
824,2015,3, Formosa ,"18,84 ",2015-Q3
825,2015,3, Jujuy ,"21,27 ",2015-Q3
826,2015,3, La Pampa ,"57,96 ",2015-Q3
827,2015,3, La Rioja ,"17,15 ",2015-Q3
828,2015,3, Mendoza ,"32,49 ",2015-Q3
829,2015,3, Misiones ,"28,31 ",2015-Q3
830,2015,3, Neuquén ,"54,60 ",2015-Q3
831,2015,3, Río Negro ,"46,39 ",2015-Q3
832,2015,3, Salta ,"31,18 ",2015-Q3
833,2015,3, San Juan ,"27,67 ",2015-Q3
834,2015,3, San Luis ,"9,71 ",2015-Q3
835,2015,3, Santa Cruz ,"27,61 ",2015-Q3
836,2015,3, Santa Fe ,"52,15 ",2015-Q3
837,2015,3, Santiago Del Estero ,"17,12 ",2015-Q3
838,2015,3, Tierra Del Fuego ,"74,86 ",2015-Q3
839,2015,3, Tucumán ,"36,61 ",2015-Q3
840,2015,2, Buenos Aires ,"56,80 ",2015-Q2
841,2015,2, Capital Federal ,"116,07 ",2015-Q2
842,2015,2, Catamarca ,"25,45 ",2015-Q2
843,2015,2, Chaco ,"27,46 ",2015-Q2
844,2015,2, Chubut ,"36,58 ",2015-Q2
845,2015,2, Córdoba ,"55,87 ",2015-Q2
846,2015,2, Corrientes ,"29,58 ",2015-Q2
847,2015,2, Entre Ríos ,"42,93 ",2015-Q2
848,2015,2, Formosa ,"18,36 ",2015-Q2
849,2015,2, Jujuy ,"20,29 ",2015-Q2
850,2015,2, La Pampa ,"56,71 ",2015-Q2
851,2015,2, La Rioja ,"16,88 ",2015-Q2
852,2015,2, Mendoza ,"32,49 ",2015-Q2
853,2015,2, Misiones ,"27,35 ",2015-Q2
854,2015,2, Neuquén ,"53,12 ",2015-Q2
855,2015,2, Río Negro ,"45,98 ",2015-Q2
856,2015,2, Salta ,"30,46 ",2015-Q2
857,2015,2, San Juan ,"27,64 ",2015-Q2
858,2015,2, San Luis ,"9,71 ",2015-Q2
859,2015,2, Santa Cruz ,"27,07 ",2015-Q2
860,2015,2, Santa Fe ,"51,18 ",2015-Q2
861,2015,2, Santiago Del Estero ,"17,11 ",2015-Q2
862,2015,2, Tierra Del Fuego ,"74,51 ",2015-Q2
863,2015,2, Tucumán ,"35,69 ",2015-Q2
864,2015,1, Buenos Aires ,"56,37 ",2015-Q1
865,2015,1, Capital Federal ,"114,90 ",2015-Q1
866,2015,1, Catamarca ,"25,11 ",2015-Q1
867,2015,1, Chaco ,"26,65 ",2015-Q1
868,2015,1, Chubut ,"37,61 ",2015-Q1
869,2015,1, Córdoba ,"54,70 ",2015-Q1
870,2015,1, Corrientes ,"28,95 ",2015-Q1
871,2015,1, Entre Ríos ,"42,07 ",2015-Q1
872,2015,1, Formosa ,"18,12 ",2015-Q1
873,2015,1, Jujuy ,"19,69 ",2015-Q1
874,2015,1, La Pampa ,"55,51 ",2015-Q1
875,2015,1, La Rioja ,"16,70 ",2015-Q1
876,2015,1, Mendoza ,"32,37 ",2015-Q1
877,2015,1, Misiones ,"26,31 ",2015-Q1
878,2015,1, Neuquén ,"51,95 ",2015-Q1
879,2015,1, Río Negro ,"45,33 ",2015-Q1
880,2015,1, Salta ,"30,01 ",2015-Q1
881,2015,1, San Juan ,"27,55 ",2015-Q1
882,2015,1, San Luis ,"9,72 ",2015-Q1
883,2015,1, Santa Cruz ,"27,99 ",2015-Q1
884,2015,1, Santa Fe ,"50,24 ",2015-Q1
885,2015,1, Santiago Del Estero ,"17,06 ",2015-Q1
886,2015,1, Tierra Del Fuego ,"74,23 ",2015-Q1
887,2015,1, Tucumán ,"35,08 ",2015-Q1
888,2014,4, Buenos Aires ,"56,09 ",2014-Q4
889,2014,4, Capital Federal ,"114,90 ",2014-Q4
890,2014,4, Catamarca ,"25,51 ",2014-Q4
891,2014,4, Chaco ,"21,87 ",2014-Q4
892,2014,4, Chubut ,"40,25 ",2014-Q4
893,2014,4, Córdoba ,"54,70 ",2014-Q4
894,2014,4, Corrientes ,"23,56 ",2014-Q4
895,2014,4, Entre Ríos ,"36,03 ",2014-Q4
896,2014,4, Formosa ,"17,96 ",2014-Q4
897,2014,4, Jujuy ,"19,60 ",2014-Q4
898,2014,4, La Pampa ,"51,27 ",2014-Q4
899,2014,4, La Rioja ,"17,01 ",2014-Q4
900,2014,4, Mendoza ,"32,64 ",2014-Q4
901,2014,4, Misiones ,"24,16 ",2014-Q4
902,2014,4, Neuquén ,"52,55 ",2014-Q4
903,2014,4, Río Negro ,"45,48 ",2014-Q4
904,2014,4, Salta ,"29,53 ",2014-Q4
905,2014,4, San Juan ,"28,04 ",2014-Q4
906,2014,4, San Luis ,"9,79 ",2014-Q4
907,2014,4, Santa Cruz ,"27,80 ",2014-Q4
908,2014,4, Santa Fe ,"50,00 ",2014-Q4
909,2014,4, Santiago Del Estero ,"17,27 ",2014-Q4
910,2014,4, Tierra Del Fuego ,"66,14 ",2014-Q4
911,2014,4, Tucumán ,"35,32 ",2014-Q4
912,2014,3, Buenos Aires ,"56,75 ",2014-Q3
913,2014,3, Capital Federal ,"113,80 ",2014-Q3
914,2014,3, Catamarca ,"24,71 ",2014-Q3
915,2014,3, Chaco ,"21,11 ",2014-Q3
916,2014,3, Chubut ,"40,60 ",2014-Q3
917,2014,3, Córdoba ,"54,23 ",2014-Q3
918,2014,3, Corrientes ,"22,79 ",2014-Q3
919,2014,3, Entre Ríos ,"34,98 ",2014-Q3
920,2014,3, Formosa ,"17,77 ",2014-Q3
921,2014,3, Jujuy ,"18,37 ",2014-Q3
922,2014,3, La Pampa ,"55,78 ",2014-Q3
923,2014,3, La Rioja ,"16,51 ",2014-Q3
924,2014,3, Mendoza ,"32,31 ",2014-Q3
925,2014,3, Misiones ,"23,57 ",2014-Q3
926,2014,3, Neuquén ,"56,40 ",2014-Q3
927,2014,3, Río Negro ,"46,20 ",2014-Q3
928,2014,3, Salta ,"29,22 ",2014-Q3
929,2014,3, San Juan ,"27,85 ",2014-Q3
930,2014,3, San Luis ,"9,71 ",2014-Q3
931,2014,3, Santa Cruz ,"28,23 ",2014-Q3
932,2014,3, Santa Fe ,"49,20 ",2014-Q3
933,2014,3, Santiago Del Estero ,"16,49 ",2014-Q3
934,2014,3, Tierra Del Fuego ,"65,69 ",2014-Q3
935,2014,3, Tucumán ,"33,94 ",2014-Q3
936,2014,2, Buenos Aires ,"55,06 ",2014-Q2
937,2014,2, Capital Federal ,"113,14 ",2014-Q2
938,2014,2, Catamarca ,"24,70 ",2014-Q2
939,2014,2, Chaco ,"20,96 ",2014-Q2
940,2014,2, Chubut ,"41,41 ",2014-Q2
941,2014,2, Córdoba ,"53,45 ",2014-Q2
942,2014,2, Corrientes ,"22,58 ",2014-Q2
943,2014,2, Entre Ríos ,"34,69 ",2014-Q2
944,2014,2, Formosa ,"17,54 ",2014-Q2
945,2014,2, Jujuy ,"18,71 ",2014-Q2
946,2014,2, La Pampa ,"49,71 ",2014-Q2
947,2014,2, La Rioja ,"16,50 ",2014-Q2
948,2014,2, Mendoza ,"32,10 ",2014-Q2
949,2014,2, Misiones ,"23,37 ",2014-Q2
950,2014,2, Neuquén ,"50,84 ",2014-Q2
951,2014,2, Río Negro ,"45,33 ",2014-Q2
952,2014,2, Salta ,"28,91 ",2014-Q2
953,2014,2, San Juan ,"27,78 ",2014-Q2
954,2014,2, San Luis ,"9,72 ",2014-Q2
955,2014,2, Santa Cruz ,"29,38 ",2014-Q2
956,2014,2, Santa Fe ,"48,39 ",2014-Q2
957,2014,2, Santiago Del Estero ,"16,70 ",2014-Q2
958,2014,2, Tierra Del Fuego ,"64,36 ",2014-Q2
959,2014,2, Tucumán ,"33,94 ",2014-Q2
960,2014,1, Buenos Aires ,"54,57 ",2014-Q1
961,2014,1, Capital Federal ,"112,25 ",2014-Q1
962,2014,1, Catamarca ,"24,25 ",2014-Q1
963,2014,1, Chaco ,"20,72 ",2014-Q1
964,2014,1, Chubut ,"41,24 ",2014-Q1
965,2014,1, Córdoba ,"52,52 ",2014-Q1
966,2014,1, Corrientes ,"22,32 ",2014-Q1
967,2014,1, Entre Ríos ,"34,37 ",2014-Q1
968,2014,1, Formosa ,"17,42 ",2014-Q1
969,2014,1, Jujuy ,"18,42 ",2014-Q1
970,2014,1, La Pampa ,"48,43 ",2014-Q1
971,2014,1, La Rioja ,"16,29 ",2014-Q1
972,2014,1, Mendoza ,"31,91 ",2014-Q1
973,2014,1, Misiones ,"23,14 ",2014-Q1
974,2014,1, Neuquén ,"49,79 ",2014-Q1
975,2014,1, Río Negro ,"44,91 ",2014-Q1
976,2014,1, Salta ,"28,70 ",2014-Q1
977,2014,1, San Juan ,"27,60 ",2014-Q1
